"geneID"	"LogFC"
"GPRC5D"	-0.45
"HACE1"	-0.45
"HIST1H3D"	-0.45
"HN1L"	-0.45
"HNRNPA1P6"	-0.45
"KCNJ5"	-0.45
"KLHDC1"	-0.45
"KRT6B"	-0.45
"MOCS1"	-0.45
"MTRNR2L6"	-0.45
"MYO7A"	-0.45
"PDLIM1"	-0.45
"PIN4"	-0.45
"PPP1R14C"	-0.45
"PTMAP1"	-0.45
"PTPRVP"	-0.45
"PYGM"	-0.45
"RAB3B"	-0.45
"RBMS2"	-0.45
"RGPD6"	-0.45
"RNF130"	-0.45
"RNF38"	-0.45
"RP11-314A20.1"	-0.45
"RP3-403A15.5"	-0.45
"RPS19P3"	-0.45
"SIM1"	-0.45
"SMIM2"	-0.45
"SNX16"	-0.45
"SP4"	-0.45
"STK38L"	-0.45
"STRA6"	-0.45
"STXBP3"	-0.45
"TBC1D14"	-0.45
"TPMT"	-0.45
"TXLNGY"	-0.45
"WFDC1"	-0.45
"WNT10A"	-0.45
"ZNF23"	-0.45
"ZNF519"	-0.45
"ZSCAN5B"	-0.45
"AIMP1"	-0.46
"AKR1D1"	-0.46
"ANKAR"	-0.46
"AP006222.2"	-0.46
"ARL17A"	-0.46
"ATAD3C"	-0.46
"ATP10B"	-0.46
"ATP8B2"	-0.46
"BANP"	-0.46
"C12orf40"	-0.46
"C17orf99"	-0.46
"C1orf226"	-0.46
"C6orf25"	-0.46
"CCDC141"	-0.46
"CCDC82"	-0.46
"CDK5RAP2"	-0.46
"CEACAM21"	-0.46
"CLCN2"	-0.46
"CNTNAP3B"	-0.46
"DPY19L2P2"	-0.46
"DPY19L2P3"	-0.46
"EEF1E1-BLOC1S5"	-0.46
"ERI2"	-0.46
"FBXL3"	-0.46
"FGF11"	-0.46
"FNIP2"	-0.46
"FOSB"	-0.46
"FRMD3"	-0.46
"FTH1P2"	-0.46
"GALNT10"	-0.46
"GRIPAP1"	-0.46
"IAPP"	-0.46
"JMJD4"	-0.46
"KIAA0556"	-0.46
"KIN"	-0.46
"KRTAP2-3"	-0.46
"LYG2"	-0.46
"MEGF8"	-0.46
"MYO5A"	-0.46
"NF1P6"	-0.46
"NPHP3"	-0.46
"NPHS1"	-0.46
"NUDT3"	-0.46
"OPN3"	-0.46
"PCDHGA6"	-0.46
"PERM1"	-0.46
"PPM1H"	-0.46
"PRSS12"	-0.46
"RAMP2"	-0.46
"RCBTB1"	-0.46
"RFTN2"	-0.46
"RP11-174O3.3"	-0.46
"RP11-345J18.2"	-0.46
"RPL21P135"	-0.46
"RPL23AP18"	-0.46
"RPL7P11"	-0.46
"SELM"	-0.46
"SLC14A2"	-0.46
"SLC22A23"	-0.46
"SLC6A20"	-0.46
"SLCO4C1"	-0.46
"SRGAP2B"	-0.46
"SRPX"	-0.46
"SUZ12P1"	-0.46
"TAF2"	-0.46
"TATDN3"	-0.46
"TMEM161B"	-0.46
"TMEM33"	-0.46
"TNR"	-0.46
"USP12"	-0.46
"ZEB2"	-0.46
"AC079753.4"	-0.47
"AGPAT2"	-0.47
"ANKRD20A7P"	-0.47
"ARHGAP31"	-0.47
"ARHGEF18"	-0.47
"ATXN1L"	-0.47
"BAG4"	-0.47
"C4orf45"	-0.47
"CCDC12"	-0.47
"CES1"	-0.47
"CRY2"	-0.47
"CTD-2014B16.2"	-0.47
"DDX3X"	-0.47
"ENPP7P8"	-0.47
"EPB41L3"	-0.47
"FAM234B"	-0.47
"FICD"	-0.47
"GABRQ"	-0.47
"GAK"	-0.47
"GOLGA6L4"	-0.47
"GSDMA"	-0.47
"HIST1H1B"	-0.47
"HIST1H4C"	-0.47
"IL2RG"	-0.47
"IRX5"	-0.47
"KIAA1328"	-0.47
"KIF21B"	-0.47
"LHX1"	-0.47
"MARK3"	-0.47
"NT5DC3"	-0.47
"PCNX1"	-0.47
"PER2"	-0.47
"PI4KAP2"	-0.47
"PIKFYVE"	-0.47
"PIP4K2A"	-0.47
"PLA2G4E"	-0.47
"POC5"	-0.47
"PPP1R3F"	-0.47
"PRR4"	-0.47
"PTK2"	-0.47
"RDH16"	-0.47
"RHCG"	-0.47
"RND2"	-0.47
"RP11-111F16.2"	-0.47
"RP11-259G18.3"	-0.47
"RP11-2H8.4"	-0.47
"RP11-302B13.1"	-0.47
"RP11-49K24.5"	-0.47
"RP11-536L3.4"	-0.47
"RP11-963H1.1"	-0.47
"RPL3P9"	-0.47
"RPS26P6"	-0.47
"RPS27AP13"	-0.47
"RPS3AP6"	-0.47
"SLC6A16"	-0.47
"SMC6"	-0.47
"SYCE1L"	-0.47
"SYT15"	-0.47
"TEX19"	-0.47
"TPRXL"	-0.47
"UBE2Q2P6"	-0.47
"ULK4P3"	-0.47
"WDR63"	-0.47
"YRDC"	-0.47
"ZBTB43"	-0.47
"ZNF503"	-0.47
"ZNF571"	-0.47
"ZNF879"	-0.47
"ZXDC"	-0.47
"AC008072.1"	-0.48
"AC079250.1"	-0.48
"ADAM19"	-0.48
"ADORA1"	-0.48
"AL031664.1"	-0.48
"ANKRD18DP"	-0.48
"ARMCX3"	-0.48
"ASAH2B"	-0.48
"ATRX"	-0.48
"BCL7A"	-0.48
"BLOC1S3"	-0.48
"C11orf91"	-0.48
"C1QTNF2"	-0.48
"CDK1"	-0.48
"CDNF"	-0.48
"CENPJ"	-0.48
"CFD"	-0.48
"CHD4"	-0.48
"CHST14"	-0.48
"CLEC4A"	-0.48
"CNPPD1"	-0.48
"COL6A4P2"	-0.48
"CPT1A"	-0.48
"CROCC"	-0.48
"CSDC2"	-0.48
"CYB5R2"	-0.48
"DNAL1"	-0.48
"FAM47E-STBD1"	-0.48
"FAM83H"	-0.48
"FAM89A"	-0.48
"FHDC1"	-0.48
"GJA9"	-0.48
"GRB14"	-0.48
"HIST1H1A"	-0.48
"HNRNPA1L2"	-0.48
"ITIH6"	-0.48
"KMT2E"	-0.48
"LGALS4"	-0.48
"LIN28B"	-0.48
"MPEG1"	-0.48
"MYOT"	-0.48
"MYRFL"	-0.48
"NAALADL2"	-0.48
"NEDD4"	-0.48
"NFKBIZ"	-0.48
"NTRK3"	-0.48
"PCDHA1"	-0.48
"PDE6G"	-0.48
"PDK3"	-0.48
"PFN1P10"	-0.48
"PTPRC"	-0.48
"PUM2"	-0.48
"RASEF"	-0.48
"RBM11"	-0.48
"RLN1"	-0.48
"RNASEK-C17orf49"	-0.48
"RNF44"	-0.48
"ROPN1B"	-0.48
"RP11-231P20.5"	-0.48
"RPUSD2"	-0.48
"SHANK1"	-0.48
"SKA2"	-0.48
"SLCO3A1"	-0.48
"SMG1"	-0.48
"SPTLC2"	-0.48
"SRMS"	-0.48
"TAF5"	-0.48
"TBC1D9"	-0.48
"TEFM"	-0.48
"TRIM52"	-0.48
"ZBTB37"	-0.48
"ZNF518A"	-0.48
"ZNF630"	-0.48
"ABCA10"	-0.49
"ABHD17B"	-0.49
"ADAMTS18"	-0.49
"ASAH1"	-0.49
"BMP8A"	-0.49
"C17orf67"	-0.49
"C19orf71"	-0.49
"C4orf26"	-0.49
"CCNY"	-0.49
"CEACAM22P"	-0.49
"CEBPZ"	-0.49
"CLCN7"	-0.49
"CPS1"	-0.49
"CYP3A43"	-0.49
"DLX6"	-0.49
"DNAJC7"	-0.49
"EZH2"	-0.49
"FAM110C"	-0.49
"FAM72C"	-0.49
"FKBP15"	-0.49
"FRA10AC1"	-0.49
"GPM6B"	-0.49
"HIPK2"	-0.49
"HSP90B2P"	-0.49
"INSR"	-0.49
"LY6G5B"	-0.49
"METTL24"	-0.49
"MPZ"	-0.49
"NENF"	-0.49
"NEURL4"	-0.49
"NEUROD1"	-0.49
"NF2"	-0.49
"NR1I3"	-0.49
"PDCD4"	-0.49
"PER3"	-0.49
"PIF1"	-0.49
"PIGFP2"	-0.49
"PITX1"	-0.49
"PRR15L"	-0.49
"PTPRM"	-0.49
"RGS16"	-0.49
"RP11-106M3.2"	-0.49
"RP11-120B7.1"	-0.49
"RP11-1280N14.3"	-0.49
"RP11-330C7.3"	-0.49
"RP5-864K19.6"	-0.49
"RPL21P39"	-0.49
"RPSAP21"	-0.49
"SEPT9"	-0.49
"SLC12A2"	-0.49
"SLC22A10"	-0.49
"SRSF8"	-0.49
"TET3"	-0.49
"TMEM92"	-0.49
"TP53INP2"	-0.49
"TRAV39"	-0.49
"TTR"	-0.49
"ZFYVE16"	-0.49
"ZNF37BP"	-0.49
"ZNF431"	-0.49
"ZNF70"	-0.49
"ABCC9"	-0.5
"AC005224.2"	-0.5
"AC068533.7"	-0.5
"AC110299.5"	-0.5
"AC243790.1"	-0.5
"ADGRG1"	-0.5
"ADNP"	-0.5
"ALG9"	-0.5
"ARL17B"	-0.5
"ATF3"	-0.5
"AVL9"	-0.5
"CCT6P3"	-0.5
"CFHR3"	-0.5
"CHAT"	-0.5
"COPS9"	-0.5
"CTA-963H5.5"	-0.5
"CTD-3006G17.2"	-0.5
"CXCL11"	-0.5
"CYP2D6"	-0.5
"DGKH"	-0.5
"FAM157B"	-0.5
"FAM83B"	-0.5
"FBXO41"	-0.5
"FNBP1"	-0.5
"GPRIN1"	-0.5
"ICK"	-0.5
"ISCA1P1"	-0.5
"KIAA1324"	-0.5
"KRT18P5"	-0.5
"KRTAP1-5"	-0.5
"LRRC8C"	-0.5
"MCC"	-0.5
"MMGT1"	-0.5
"NCMAP"	-0.5
"NEK11"	-0.5
"NRIP2"	-0.5
"PTMAP5"	-0.5
"PTPRT"	-0.5
"RAB5CP1"	-0.5
"RENBP"	-0.5
"RHBDL3"	-0.5
"RP11-1084A12.1"	-0.5
"RP11-360D2.2"	-0.5
"RP11-369K16.1"	-0.5
"RPL13AP5"	-0.5
"RPL4P4"	-0.5
"SRMP2"	-0.5
"SULF1"	-0.5
"TET1"	-0.5
"TGIF2"	-0.5
"TMEM150C"	-0.5
"TRIL"	-0.5
"UG0898H09"	-0.5
"UQCRHP4"	-0.5
"USP44"	-0.5
"VN1R108P"	-0.5
"ZNF880"	-0.5
"AC005943.2"	-0.51
"ACPT"	-0.51
"ALYREF"	-0.51
"ANGPTL6"	-0.51
"ANKRD40"	-0.51
"BNIPL"	-0.51
"BRIP1"	-0.51
"C1orf204"	-0.51
"CCDC189"	-0.51
"CSNK2A2"	-0.51
"CTB-167G5.6"	-0.51
"CYP2W1"	-0.51
"DISC1"	-0.51
"DNAJB2"	-0.51
"EIF4EP1"	-0.51
"FAM117B"	-0.51
"FNBP1P1"	-0.51
"GOLGA2"	-0.51
"GOLGA2P5"	-0.51
"GSTA3"	-0.51
"HIST1H2BJ"	-0.51
"HLA-DQA1"	-0.51
"IBA57"	-0.51
"LL0XNC01-116E7.1"	-0.51
"MAJIN"	-0.51
"MICE"	-0.51
"MLXIPL"	-0.51
"MOBP"	-0.51
"NCOA6"	-0.51
"NFXL1"	-0.51
"NYAP2"	-0.51
"PKMP1"	-0.51
"PNLIPRP1"	-0.51
"PTMAP4"	-0.51
"RP11-139K1.2"	-0.51
"RP11-244H3.4"	-0.51
"RP11-347C12.3"	-0.51
"RP11-366M4.1"	-0.51
"RP11-437B10.1"	-0.51
"RP11-45J1.1"	-0.51
"RP11-51F16.9"	-0.51
"RP11-529H22.1"	-0.51
"RP11-550F7.1"	-0.51
"RP11-599J14.2"	-0.51
"SETD9"	-0.51
"SHC1P2"	-0.51
"SLC26A4"	-0.51
"SMG1P4"	-0.51
"SNCG"	-0.51
"SPATA32"	-0.51
"SPOPL"	-0.51
"SSBP4"	-0.51
"ST13P4"	-0.51
"TCHH"	-0.51
"TDRD7"	-0.51
"TECPR1"	-0.51
"TEX11"	-0.51
"TGIF2-C20orf24"	-0.51
"TLE3"	-0.51
"TMEM8A"	-0.51
"TPTE2P3"	-0.51
"TRMT12"	-0.51
"TSPAN2"	-0.51
"TST"	-0.51
"TTPA"	-0.51
"ZNF674"	-0.51
"AC007875.2"	-0.52
"ACCSL"	-0.52
"ACVR2B"	-0.52
"ADAM32"	-0.52
"ADGRF1"	-0.52
"AL135787.1"	-0.52
"ALS2CR12"	-0.52
"ANKRD37"	-0.52
"AQP6"	-0.52
"ARHGEF26"	-0.52
"ARID4A"	-0.52
"ATP5F1P1"	-0.52
"CBX5P1"	-0.52
"CDK18"	-0.52
"CNTN4"	-0.52
"COL22A1"	-0.52
"CPEB3"	-0.52
"CTCF"	-0.52
"DNAAF1"	-0.52
"DNAJC27"	-0.52
"DPY19L1"	-0.52
"DPY19L1P1"	-0.52
"DTX2P1"	-0.52
"ESYT3"	-0.52
"FGD5P1"	-0.52
"FILIP1"	-0.52
"GCSAML"	-0.52
"GPR160"	-0.52
"GSDMB"	-0.52
"GSTO2"	-0.52
"GULP1"	-0.52
"HOMER2"	-0.52
"LAMP3"	-0.52
"LANCL3"	-0.52
"LIMS2"	-0.52
"LRRC10"	-0.52
"MAEL"	-0.52
"NDUFB5P1"	-0.52
"NPPC"	-0.52
"NRG1"	-0.52
"OR11A1"	-0.52
"OR6K3"	-0.52
"PBOV1"	-0.52
"PDILT"	-0.52
"PIGV"	-0.52
"PIK3CB"	-0.52
"PLEKHA8"	-0.52
"PPFIBP2"	-0.52
"PPT2"	-0.52
"PRLHR"	-0.52
"RAB27A"	-0.52
"RBM43"	-0.52
"RGS13"	-0.52
"RP11-111M22.2"	-0.52
"RP11-796G6.1"	-0.52
"RP3-375P9.2"	-0.52
"RP4-682C21.5"	-0.52
"RPL7P47"	-0.52
"SGK494"	-0.52
"SH2D5"	-0.52
"SHPRH"	-0.52
"SLC30A8"	-0.52
"SLC31A2"	-0.52
"SLC6A10P"	-0.52
"SMG1P6"	-0.52
"SMURF2"	-0.52
"SWT1"	-0.52
"TDRD12"	-0.52
"TMEM145"	-0.52
"TRIO"	-0.52
"TVP23CP2"	-0.52
"UBR3"	-0.52
"XPO6"	-0.52
"ZNF142"	-0.52
"ZNF716"	-0.52
"ZNF808"	-0.52
"ADAMTSL4-AS1"	-0.53
"ATG14"	-0.53
"BAZ2B"	-0.53
"C5orf24"	-0.53
"CAMKK1"	-0.53
"CAT"	-0.53
"CD79B"	-0.53
"CFAP47"	-0.53
"CLDN16"	-0.53
"CNGB3"	-0.53
"CTC-487M23.8"	-0.53
"CTTNBP2"	-0.53
"CXCL12"	-0.53
"DCHS1"	-0.53
"EFNA1"	-0.53
"F2RL3"	-0.53
"FAM58A"	-0.53
"FUT9"	-0.53
"G6PC2"	-0.53
"GOLGA6L3"	-0.53
"GRASP"	-0.53
"GRID1"	-0.53
"GS1-124K5.2"	-0.53
"HIPK3"	-0.53
"HRC"	-0.53
"IRAK1BP1"	-0.53
"KANSL1L"	-0.53
"MARCH6"	-0.53
"MFSD9"	-0.53
"MGAT4EP"	-0.53
"MIA2"	-0.53
"MORC3"	-0.53
"MPP4"	-0.53
"MUC19"	-0.53
"MYO6"	-0.53
"N4BP2"	-0.53
"NACA2"	-0.53
"NAPEPLD"	-0.53
"ORC2"	-0.53
"PANK3"	-0.53
"PDE8A"	-0.53
"PEX5L"	-0.53
"RBBP4P1"	-0.53
"ROBO2"	-0.53
"RP11-108K14.8"	-0.53
"RP11-354K4.1"	-0.53
"RP11-406H23.5"	-0.53
"RP11-43D4.2"	-0.53
"RP11-4K3__A.3"	-0.53
"RP5-1047A19.6"	-0.53
"RPL18P10"	-0.53
"RPL21P3"	-0.53
"RPL23AP35"	-0.53
"SDHAP3"	-0.53
"SLC25A13"	-0.53
"SLC44A5"	-0.53
"SNTA1"	-0.53
"TMEM158"	-0.53
"TMPRSS5"	-0.53
"TRA2A"	-0.53
"ZNF502"	-0.53
"ZNF840P"	-0.53
"AC074141.3"	-0.54
"ACAN"	-0.54
"AKAP5"	-0.54
"ANXA3"	-0.54
"AOC2"	-0.54
"ART4"	-0.54
"ATP10A"	-0.54
"CENPQ"	-0.54
"CST4"	-0.54
"CTNNBIP1"	-0.54
"CYB5RL"	-0.54
"CYP2E1"	-0.54
"DCAF13P3"	-0.54
"DLEU7"	-0.54
"DUOX2"	-0.54
"ECT2"	-0.54
"EEF1E1P1"	-0.54
"GJC3"	-0.54
"GPRC5A"	-0.54
"GVQW1"	-0.54
"HAGH"	-0.54
"HEBP2"	-0.54
"HIST3H2A"	-0.54
"HOXD8"	-0.54
"INTU"	-0.54
"LRRC4C"	-0.54
"MAP3K3"	-0.54
"MDGA2"	-0.54
"MEIS2"	-0.54
"MKL2"	-0.54
"NEDD9"	-0.54
"NLRC3"	-0.54
"NPAP1"	-0.54
"OLR1"	-0.54
"PLEKHA8P1"	-0.54
"PRKD1"	-0.54
"PTPRCAP"	-0.54
"RIBC1"	-0.54
"RNA5SP202"	-0.54
"RP11-161H23.10"	-0.54
"RP11-20O24.1"	-0.54
"RP11-313P13.4"	-0.54
"RP11-364L4.1"	-0.54
"RP11-455P21.3"	-0.54
"RP11-552F3.12"	-0.54
"RPL5P23"	-0.54
"RPL7P12"	-0.54
"SAG"	-0.54
"SBK1"	-0.54
"SH3GL3"	-0.54
"SLC35D2"	-0.54
"SLC6A11"	-0.54
"STK33"	-0.54
"TAS1R3"	-0.54
"TMEM55A"	-0.54
"TMEM79"	-0.54
"TUFT1"	-0.54
"UNC119"	-0.54
"VAX2"	-0.54
"ZNF195"	-0.54
"AC003002.4"	-0.55
"AC004386.4"	-0.55
"AC139103.1"	-0.55
"ACTA1"	-0.55
"ARHGEF38"	-0.55
"ARMC9"	-0.55
"C15orf52"	-0.55
"C22orf42"	-0.55
"CABP5"	-0.55
"CARM1"	-0.55
"CNTNAP3P2"	-0.55
"CSF3R"	-0.55
"CYSTM1"	-0.55
"DNAJB13"	-0.55
"EIF1AY"	-0.55
"EN2"	-0.55
"ENDOG"	-0.55
"ESRP2"	-0.55
"FAM186B"	-0.55
"GCSHP3"	-0.55
"GHR"	-0.55
"GPR141"	-0.55
"GPRASP1"	-0.55
"HIST2H2BC"	-0.55
"IGLON5"	-0.55
"KLK7"	-0.55
"LPGAT1"	-0.55
"LRRC4B"	-0.55
"MDM4"	-0.55
"MESDC1"	-0.55
"MS4A10"	-0.55
"MSANTD2"	-0.55
"NCF4"	-0.55
"NDUFA5P11"	-0.55
"PARD3"	-0.55
"PCSK4"	-0.55
"PIN4P1"	-0.55
"PPP1R3E"	-0.55
"PRUNE1"	-0.55
"PSD4"	-0.55
"PTH2R"	-0.55
"RAB11FIP1P1"	-0.55
"RAB28P5"	-0.55
"RGS4"	-0.55
"RP11-138H10.2"	-0.55
"RP11-228M15.1"	-0.55
"RP11-454F8.2"	-0.55
"RP11-802O23.4"	-0.55
"RP11-958N24.1"	-0.55
"RPS3AP14"	-0.55
"RUNX1T1"	-0.55
"SEC14L3"	-0.55
"SETD4"	-0.55
"SMCO3"	-0.55
"SMG1P1"	-0.55
"SNX18P3"	-0.55
"SYNE2"	-0.55
"TCF4"	-0.55
"TMEM170B"	-0.55
"TMEM27"	-0.55
"TOR4A"	-0.55
"VPS11"	-0.55
"ZNF124"	-0.55
"ZNF283"	-0.55
"ZNF420"	-0.55
"ZNF670-ZNF695"	-0.55
"ZNF83"	-0.55
"ZNRF2"	-0.55
"AC068279.3"	-0.56
"ARHGEF39"	-0.56
"ATAD2B"	-0.56
"C12orf60"	-0.56
"C9orf172"	-0.56
"CASS4"	-0.56
"CBX3P3"	-0.56
"CCDC150"	-0.56
"CD300E"	-0.56
"CLIP4"	-0.56
"COX7CP1"	-0.56
"CPOX"	-0.56
"CREB3L4"	-0.56
"CROCCP4"	-0.56
"CTD-2568A17.1"	-0.56
"EDNRA"	-0.56
"FAM179B"	-0.56
"FAM74A6"	-0.56
"GPATCH2L"	-0.56
"GPR19"	-0.56
"GUSBP3"	-0.56
"HSP90AB7P"	-0.56
"IMMP2L"	-0.56
"IRX4"	-0.56
"ITPK1"	-0.56
"LCORL"	-0.56
"LILRB5"	-0.56
"MTF1"	-0.56
"PIK3CA"	-0.56
"PRKD3"	-0.56
"RAPGEF2"	-0.56
"RBM24"	-0.56
"RND1"	-0.56
"ROR1"	-0.56
"RP11-124L9.2"	-0.56
"RP11-12J10.3"	-0.56
"RP11-266L9.4"	-0.56
"RP11-446E24.4"	-0.56
"RP11-514P8.6"	-0.56
"SHTN1"	-0.56
"SIRPB2"	-0.56
"SLC12A3"	-0.56
"SLC7A8"	-0.56
"SPP2"	-0.56
"SRRD"	-0.56
"SULT1B1"	-0.56
"TBX2"	-0.56
"TM6SF1"	-0.56
"UBBP1"	-0.56
"VENTX"	-0.56
"ZC3H4"	-0.56
"ZNF700"	-0.56
"ZNF836"	-0.56
"AC005281.1"	-0.57
"AC012454.4"	-0.57
"ASB15"	-0.57
"ATCAY"	-0.57
"ATP8B1"	-0.57
"B3GALNT1P1"	-0.57
"CAMK4"	-0.57
"CLGN"	-0.57
"CLK1"	-0.57
"DOPEY2"	-0.57
"DPRXP4"	-0.57
"EML5"	-0.57
"EPS8L1"	-0.57
"FAM196A"	-0.57
"FBXO48"	-0.57
"FSTL1"	-0.57
"GNPDA1"	-0.57
"GPR65"	-0.57
"HIST1H2BH"	-0.57
"HIST1H4I"	-0.57
"HMGB1P3"	-0.57
"HNRNPMP1"	-0.57
"HSFX2"	-0.57
"IL1RAP"	-0.57
"ITGA8"	-0.57
"JADE2"	-0.57
"KCNH3"	-0.57
"KCNK10"	-0.57
"KCNMB4"	-0.57
"MEX3D"	-0.57
"MTMR3"	-0.57
"NFYA"	-0.57
"OPHN1"	-0.57
"PAX5"	-0.57
"PCDHGA5"	-0.57
"PPEF2"	-0.57
"RANBP17"	-0.57
"RP11-1348G14.1"	-0.57
"RP11-444D3.1"	-0.57
"RP11-462B18.1"	-0.57
"RPL23P2"	-0.57
"SLC8A1"	-0.57
"SMAD1"	-0.57
"TAF3"	-0.57
"TDRD3"	-0.57
"TMEM176A"	-0.57
"TMEM62"	-0.57
"UBN2"	-0.57
"WDR97"	-0.57
"ZC3H12B"	-0.57
"ZCCHC8"	-0.57
"ZFPM1"	-0.57
"ZNF81"	-0.57
"ABCC11"	-0.58
"AC005176.2"	-0.58
"AKT3"	-0.58
"ARHGAP15"	-0.58
"ARNT2"	-0.58
"ATP10D"	-0.58
"bP-2171C21.4"	-0.58
"BRDT"	-0.58
"CAMK1"	-0.58
"CCDC74A"	-0.58
"CCL5"	-0.58
"CDH17"	-0.58
"CDRT4"	-0.58
"CLEC17A"	-0.58
"DNAH1"	-0.58
"DUSP8P5"	-0.58
"EPO"	-0.58
"F3"	-0.58
"FAM129C"	-0.58
"FAM156A"	-0.58
"FLG2"	-0.58
"FTH1P12"	-0.58
"GRK3"	-0.58
"KCNA7"	-0.58
"KIAA1024L"	-0.58
"LRRC74B"	-0.58
"MATN2"	-0.58
"MYEOV"	-0.58
"NCOA2"	-0.58
"PCDHA5"	-0.58
"PIK3R1"	-0.58
"PKD1L2"	-0.58
"RGS20"	-0.58
"RNF2"	-0.58
"RP11-113I24.1"	-0.58
"RP11-371A22.1"	-0.58
"RP11-371E8.4"	-0.58
"RP11-629F19.1"	-0.58
"RP9P"	-0.58
"SEPT14P19"	-0.58
"SGMS2"	-0.58
"SLC15A2"	-0.58
"SLC25A53"	-0.58
"SLC47A2"	-0.58
"SMOX"	-0.58
"SOSTDC1"	-0.58
"SVOP"	-0.58
"TBC1D3G"	-0.58
"TMOD3"	-0.58
"TRIM72"	-0.58
"TSR2"	-0.58
"USHBP1"	-0.58
"VLDLR"	-0.58
"WDR66"	-0.58
"XIAP"	-0.58
"ZNF318"	-0.58
"ZNF517"	-0.58
"ZNF708"	-0.58
"ZNF763"	-0.58
"ZNF860"	-0.58
"AACSP1"	-0.59
"AC003005.4"	-0.59
"AC112198.1"	-0.59
"AK7"	-0.59
"AMER2"	-0.59
"ATP11A"	-0.59
"C22orf39"	-0.59
"CFAP161"	-0.59
"CNFN"	-0.59
"CRTAC1"	-0.59
"CTB-119C2.1"	-0.59
"CYP1A1"	-0.59
"DCLRE1C"	-0.59
"EID2B"	-0.59
"FAM129A"	-0.59
"FAM161A"	-0.59
"INSL6"	-0.59
"ITGA2"	-0.59
"KRAS"	-0.59
"LINC00473"	-0.59
"MACC1"	-0.59
"MARK4"	-0.59
"MKRN3"	-0.59
"MND1"	-0.59
"MYO7B"	-0.59
"NAT8L"	-0.59
"NES"	-0.59
"NOC2LP1"	-0.59
"NR5A2"	-0.59
"PTPRS"	-0.59
"RASGRP4"	-0.59
"RHBG"	-0.59
"RNF144A"	-0.59
"RP11-293I14.2"	-0.59
"RP11-379B18.1"	-0.59
"RP13-93L13.2"	-0.59
"RPS6KA3"	-0.59
"SAMD13"	-0.59
"SLC24A5"	-0.59
"ST6GALNAC5"	-0.59
"STARD10"	-0.59
"STPG2"	-0.59
"SYT17"	-0.59
"TESK1"	-0.59
"TNFAIP8L1"	-0.59
"TRIM33"	-0.59
"TUSC1"	-0.59
"WNT5B"	-0.59
"ZIC5"	-0.59
"ZNF106"	-0.59
"ZNF350"	-0.59
"ZNF439"	-0.59
"C14orf37"	-0.6
"CBX7"	-0.6
"CCR5"	-0.6
"CPN2"	-0.6
"CYP4F30P"	-0.6
"DOCK10"	-0.6
"EFEMP2"	-0.6
"ENOX1"	-0.6
"ERCC6"	-0.6
"ERLEC1P1"	-0.6
"GPR35"	-0.6
"GTF2IP20"	-0.6
"HIST1H3B"	-0.6
"HPSE2"	-0.6
"ICAM2"	-0.6
"KBTBD3"	-0.6
"KCNH7"	-0.6
"KLHL30"	-0.6
"LINC00959"	-0.6
"LLNLF-187D8.1"	-0.6
"LURAP1"	-0.6
"MFSD14C"	-0.6
"MTURN"	-0.6
"MUC5AC"	-0.6
"MYLPF"	-0.6
"NDUFAF4P1"	-0.6
"NLGN4Y"	-0.6
"NUTM2A"	-0.6
"OTC"	-0.6
"PADI2"	-0.6
"PLCL1"	-0.6
"RAB4B-EGLN2"	-0.6
"RBBP9"	-0.6
"RGS9BP"	-0.6
"RIMKLB"	-0.6
"RNF19B"	-0.6
"RNF223"	-0.6
"RP11-16F15.2"	-0.6
"RP11-455G16.1"	-0.6
"RPL35P6"	-0.6
"SPC24"	-0.6
"TCF7"	-0.6
"TMPRSS4"	-0.6
"TMSB15B"	-0.6
"TNFRSF11A"	-0.6
"WDR47"	-0.6
"YOD1"	-0.6
"ZC3HAV1L"	-0.6
"ZNF285"	-0.6
"ZNF296"	-0.6
"ZNF654"	-0.6
"AC011406.2"	-0.61
"ADAMTSL3"	-0.61
"ADARB1"	-0.61
"ADGRA3"	-0.61
"ARHGEF10L"	-0.61
"C15orf59"	-0.61
"C17orf53"	-0.61
"CMTM7"	-0.61
"CSRNP2"	-0.61
"DENND4A"	-0.61
"EMX2"	-0.61
"FABP7"	-0.61
"FAM171A1"	-0.61
"GSTT2"	-0.61
"IGLV1-51"	-0.61
"IGSF22"	-0.61
"JAKMIP3"	-0.61
"JCHAIN"	-0.61
"JPH1"	-0.61
"KRTAP7-1"	-0.61
"MAP4K2"	-0.61
"MATN3"	-0.61
"OR4F13P"	-0.61
"PAN3"	-0.61
"PLCB4"	-0.61
"PPP1R2"	-0.61
"RAB39A"	-0.61
"REST"	-0.61
"RETSAT"	-0.61
"RP11-16E23.4"	-0.61
"RP11-192H23.4"	-0.61
"RP11-440I14.2"	-0.61
"RP11-483G21.3"	-0.61
"RP11-504P24.3"	-0.61
"RP11-564D11.3"	-0.61
"RP11-745A24.1"	-0.61
"RP11-87C12.2"	-0.61
"RPL21P123"	-0.61
"SCHIP1"	-0.61
"SEMA4B"	-0.61
"SENP1"	-0.61
"SPECC1"	-0.61
"TNFAIP3"	-0.61
"TRAK2"	-0.61
"TRIM60"	-0.61
"TRIM9"	-0.61
"TSPAN11"	-0.61
"UNC45B"	-0.61
"URGCP-MRPS24"	-0.61
"WDR27"	-0.61
"ZFHX4"	-0.61
"ZNF165"	-0.61
"ZNF441"	-0.61
